datetime,symbol,open,high,low,close,volume,adx,sma10,sma20,sma50,sma100,sma200
2024-03-16 17:00:00,Binance:BTCUSDT,69021.97,69155.13,68842.07,68938.96,1346.08165,,,,,,
2024-03-16 18:00:00,Binance:BTCUSDT,68938.95,68990.0,68310.36,68427.54,2126.4435,,,,,,
2024-03-16 19:00:00,Binance:BTCUSDT,68427.54,68563.92,67725.53,68256.01,2721.93193,,,,,,
2024-03-16 20:00:00,Binance:BTCUSDT,68256.0,68457.13,67867.14,67884.01,2065.24396,,,,,,
2024-03-16 21:00:00,Binance:BTCUSDT,67884.02,68267.72,67644.82,67704.31,2399.61169,,,,,,
2024-03-16 22:00:00,Binance:BTCUSDT,67704.31,68229.88,67524.0,68194.2,2266.53243,,,,,,
2024-03-16 23:00:00,Binance:BTCUSDT,68194.19,68499.1,67846.88,68385.58,1859.11998,,,,,,
2024-03-17 00:00:00,Binance:BTCUSDT,68385.58,68407.94,68121.7,68187.05,1317.27319,,,,,,
2024-03-17 01:00:00,Binance:BTCUSDT,68187.05,68235.0,67121.14,67275.86,2833.45157,,,,,,
2024-03-17 02:00:00,Binance:BTCUSDT,67275.85,67388.0,66670.0,67030.6,4341.91931,,,,,,
2024-03-17 03:00:00,Binance:BTCUSDT,67030.6,67699.0,66890.2,66911.52,3261.62146,,,,,,
2024-03-17 04:00:00,Binance:BTCUSDT,66911.51,67538.49,66739.81,67129.19,2592.04897,,,,,,
2024-03-17 05:00:00,Binance:BTCUSDT,67129.19,67241.1,66015.89,66243.28,3430.96214,,,,,,
2024-03-17 06:00:00,Binance:BTCUSDT,66243.29,66786.44,65804.0,66361.11,2832.3171,,,,,,
2024-03-17 07:00:00,Binance:BTCUSDT,66361.11,66375.07,64780.0,65300.63,6594.27793,,,,,,
2024-03-17 08:00:00,Binance:BTCUSDT,65300.64,66305.54,65122.23,65220.55,4363.81885,,,,,,
2024-03-17 09:00:00,Binance:BTCUSDT,65220.55,66190.0,65220.55,66174.74,2954.80364,,,,,,
2024-03-17 10:00:00,Binance:BTCUSDT,66174.74,66565.0,66030.0,66364.17,1779.4647,,,,,,
2024-03-17 11:00:00,Binance:BTCUSDT,66364.17,66576.39,66197.43,66538.99,1092.33962,,,,,,
2024-03-17 12:00:00,Binance:BTCUSDT,66538.99,66560.0,66261.13,66351.76,963.55452,,,,,,
2024-03-17 13:00:00,Binance:BTCUSDT,66351.75,66531.61,66000.0,66235.68,1125.26443,,,,,,
2024-03-17 14:00:00,Binance:BTCUSDT,66235.67,66354.42,64940.13,64961.11,2833.47096,,,,,,
2024-03-17 15:00:00,Binance:BTCUSDT,64961.1,65776.87,64533.0,65636.67,4662.77172,,,,,,
2024-03-17 16:00:00,Binance:BTCUSDT,65636.68,66714.99,65290.0,66521.1,2914.1039,,,,,,
2024-03-17 17:00:00,Binance:BTCUSDT,66521.11,66817.33,66260.0,66461.25,2075.22066,,,,,,
2024-03-17 18:00:00,Binance:BTCUSDT,66461.25,67420.36,66410.01,67169.11,2414.65077,,,,,,
2024-03-17 19:00:00,Binance:BTCUSDT,67169.12,67515.0,66913.51,66955.49,1633.79938,,,,,,
2024-03-17 20:00:00,Binance:BTCUSDT,66955.49,67404.53,66436.92,66584.19,2073.68958,,,,,,
2024-03-17 21:00:00,Binance:BTCUSDT,66584.19,67481.09,66584.18,67127.11,2316.41043,,,,,,
2024-03-17 22:00:00,Binance:BTCUSDT,67127.11,67609.99,66892.0,67609.99,1543.12633,,,,,,
2024-03-17 23:00:00,Binance:BTCUSDT,67609.99,68111.45,67242.77,67965.5,2333.04501,,,,,,
2024-03-18 00:00:00,Binance:BTCUSDT,67965.51,68385.82,67769.86,68021.79,2381.11122,,,,,,
2024-03-18 01:00:00,Binance:BTCUSDT,68021.79,68693.75,67911.19,68550.22,1826.71113,,,,,,
2024-03-18 02:00:00,Binance:BTCUSDT,68550.22,68619.37,68029.85,68172.4,1584.56428,,,,,,
2024-03-18 03:00:00,Binance:BTCUSDT,68172.41,68571.1,68099.91,68536.73,897.15325,,,,,,
2024-03-18 04:00:00,Binance:BTCUSDT,68536.72,68666.0,68205.15,68269.06,1200.74147,,,,,,
2024-03-18 05:00:00,Binance:BTCUSDT,68269.05,68379.31,67953.35,68143.36,951.42245,,,,,,
2024-03-18 06:00:00,Binance:BTCUSDT,68143.36,68904.4,68143.35,68228.01,2169.28075,,,,,,
2024-03-18 07:00:00,Binance:BTCUSDT,68228.01,68655.17,68075.38,68393.48,1651.69684,,,,,,
2024-03-18 08:00:00,Binance:BTCUSDT,68393.47,68425.97,67286.82,67301.94,3045.95298,,,,,,
2024-03-18 09:00:00,Binance:BTCUSDT,67301.94,67775.0,66800.0,67630.46,2818.43844,,,,,,
2024-03-18 10:00:00,Binance:BTCUSDT,67630.45,68188.57,67400.01,67764.25,1720.86226,,,,,,
2024-03-18 11:00:00,Binance:BTCUSDT,67764.25,68150.0,67740.02,67972.01,1459.11148,,,,,,
2024-03-18 12:00:00,Binance:BTCUSDT,67972.01,68558.86,67704.01,68360.01,1771.49738,,,,,,
2024-03-18 13:00:00,Binance:BTCUSDT,68360.01,68956.0,68212.24,68693.43,2051.53199,,,,,,
2024-03-18 14:00:00,Binance:BTCUSDT,68693.43,68717.29,68400.0,68481.1,1212.42571,,,,,,
2024-03-18 15:00:00,Binance:BTCUSDT,68481.09,68481.1,68122.1,68218.38,1748.36192,,,,,,
2024-03-18 16:00:00,Binance:BTCUSDT,68218.38,68229.17,67300.0,68035.46,2834.6678,,,,,,
2024-03-18 17:00:00,Binance:BTCUSDT,68035.46,68226.73,67650.0,67843.98,2233.16686,,,,,,
2024-03-18 18:00:00,Binance:BTCUSDT,67843.98,68200.0,67700.0,68130.0,1633.57276,,,,,,
2024-03-18 19:00:00,Binance:BTCUSDT,68129.99,68483.96,68014.86,68253.4,1337.74118,,,,,,
2024-03-18 20:00:00,Binance:BTCUSDT,68253.39,68600.0,68027.32,68550.54,1971.31527,,,,,,
2024-03-18 21:00:00,Binance:BTCUSDT,68550.53,68627.81,67169.13,67552.39,4012.90338,,,,,,
2024-03-18 22:00:00,Binance:BTCUSDT,67552.4,67816.97,66644.15,66996.69,4171.54712,,,,,,
2024-03-18 23:00:00,Binance:BTCUSDT,66996.68,67482.11,66628.68,67467.19,3035.3768,,,,,,
2024-03-19 00:00:00,Binance:BTCUSDT,67467.19,68079.52,66968.95,67124.13,4358.50334,,,,,,
2024-03-19 01:00:00,Binance:BTCUSDT,67124.12,67486.15,66565.2,67388.27,3418.98028,,,,,,
2024-03-19 02:00:00,Binance:BTCUSDT,67388.28,67467.94,66944.1,67010.0,2128.06824,,,,,,
2024-03-19 03:00:00,Binance:BTCUSDT,67010.01,67437.5,66870.95,66936.0,2256.01206,,,,,,
2024-03-19 04:00:00,Binance:BTCUSDT,66936.0,67395.41,66935.99,67358.17,1427.99964,,,,,,
