index,datetime,open,high,low,close,volume
24,2025-05-27 12:00:00,2652.01,2684.0,2631.23,2667.91,17109120.585538
23,2025-05-27 16:00:00,2668.44,2712.1,2658.45,2687.78,14723675.190011
22,2025-05-27 20:00:00,2687.83,2695.0,2651.57,2661.28,9802469.668551
21,2025-05-28 00:00:00,2660.89,2664.7,2619.6,2651.47,10373733.400433
20,2025-05-28 04:00:00,2651.47,2658.48,2620.54,2636.4,7913885.888513
19,2025-05-28 08:00:00,2636.69,2658.33,2609.18,2657.16,1064049.303593
18,2025-05-28 12:00:00,2657.17,2690.0,2614.0,2627.32,16834.805434
17,2025-05-28 16:00:00,2626.95,2664.46,2616.66,2619.51,10217.998608
16,2025-05-28 20:00:00,2618.81,2686.76,2613.04,2681.51,3857.59182
15,2025-05-29 00:00:00,2681.56,2787.26,2671.13,2762.65,33070.298863
14,2025-05-29 04:00:00,2762.7,2789.99,2687.17,2730.61,52585.583952
13,2025-05-29 08:00:00,2731.38,2763.75,2709.14,2716.02,64118.994028
12,2025-05-29 12:00:00,2716.03,2720.44,2620.0,2643.46,104456.37825
11,2025-05-29 16:00:00,2644.23,2674.52,2629.46,2650.2,76170.954499
10,2025-05-29 20:00:00,2649.79,2668.84,2620.23,2631.71,28625.397395
9,2025-05-30 00:00:00,2631.36,2650.0,2560.0,2631.07,76222.572327
8,2025-05-30 04:00:00,2631.07,2649.99,2606.3,2618.58,54666.607314
7,2025-05-30 08:00:00,2619.17,2631.13,2585.04,2622.0,63684.854962
6,2025-05-30 12:00:00,2622.0,2626.38,2573.43,2598.39,108361.278698
5,2025-05-30 16:00:00,2598.65,2604.34,2535.18,2573.7,306198.924012
4,2025-05-30 20:00:00,2573.94,2589.13,2500.0,2531.17,71756.981125
3,2025-05-31 00:00:00,2531.16,2539.26,2478.58,2513.74,119906.828499
2,2025-05-31 04:00:00,2513.74,2526.44,2504.21,2521.43,41629.987298
1,2025-05-31 08:00:00,2521.55,2538.79,2509.78,2519.61,32545.314298
0,2025-05-31 12:00:00,2519.62,2546.99,2516.44,2545.16,30937.504404
