datetime,symbol,open,high,low,close,volume
2024-09-23 16:00:00,Binance:BTCUSDT,63548.83,63564.0,63419.9,63429.5,52.21717
2024-09-23 16:05:00,Binance:BTCUSDT,63429.5,63489.39,63412.6,63489.39,67.58322
2024-09-23 16:10:00,Binance:BTCUSDT,63489.39,63489.39,63400.0,63410.41,46.35577
2024-09-23 16:15:00,Binance:BTCUSDT,63410.41,63448.89,63300.0,63442.85,280.16872
2024-09-23 16:20:00,Binance:BTCUSDT,63442.86,63544.44,63442.85,63494.0,52.66481
2024-09-23 16:25:00,Binance:BTCUSDT,63494.0,63630.27,63494.0,63570.0,116.82466
2024-09-23 16:30:00,Binance:BTCUSDT,63570.0,63612.0,63459.9,63483.86,68.52217
2024-09-23 16:35:00,Binance:BTCUSDT,63483.85,63500.0,63416.6,63416.6,60.76155
2024-09-23 16:40:00,Binance:BTCUSDT,63416.61,63480.88,63339.99,63360.24,98.04269
2024-09-23 16:45:00,Binance:BTCUSDT,63360.24,63450.0,63343.15,63438.0,64.03465
2024-09-23 16:50:00,Binance:BTCUSDT,63438.01,63490.11,63438.0,63455.99,32.82045
2024-09-23 16:55:00,Binance:BTCUSDT,63456.0,63515.39,63455.99,63492.01,32.72793
2024-09-23 17:00:00,Binance:BTCUSDT,63492.0,63584.34,63482.76,63544.0,77.86066
2024-09-23 17:05:00,Binance:BTCUSDT,63544.01,63544.01,63494.0,63542.01,41.21222
2024-09-23 17:10:00,Binance:BTCUSDT,63542.01,63542.02,63497.98,63525.94,25.64582
2024-09-23 17:15:00,Binance:BTCUSDT,63525.94,63581.93,63500.6,63547.82,28.50047
2024-09-23 17:20:00,Binance:BTCUSDT,63547.81,63660.0,63535.76,63659.99,61.98575
2024-09-23 17:25:00,Binance:BTCUSDT,63660.0,63710.0,63636.0,63681.86,163.62099
2024-09-23 17:30:00,Binance:BTCUSDT,63681.86,63700.0,63592.01,63641.77,47.67722
2024-09-23 17:35:00,Binance:BTCUSDT,63641.77,63688.4,63613.69,63674.01,63.3724
2024-09-23 17:40:00,Binance:BTCUSDT,63674.0,63674.0,63581.45,63600.0,45.76585
2024-09-23 17:45:00,Binance:BTCUSDT,63600.0,63647.95,63583.42,63631.42,72.76789
2024-09-23 17:50:00,Binance:BTCUSDT,63631.42,63631.43,63562.0,63603.31,45.77392
2024-09-23 17:55:00,Binance:BTCUSDT,63603.31,63635.71,63580.17,63635.69,29.0843
2024-09-23 18:00:00,Binance:BTCUSDT,63635.69,63642.17,63605.24,63605.24,27.87751
2024-09-23 18:05:00,Binance:BTCUSDT,63605.24,63605.53,63557.18,63559.88,41.21428
2024-09-23 18:10:00,Binance:BTCUSDT,63559.89,63566.74,63500.0,63504.01,51.27106
2024-09-23 18:15:00,Binance:BTCUSDT,63504.01,63531.14,63415.08,63475.04,112.97655
2024-09-23 18:20:00,Binance:BTCUSDT,63475.04,63606.51,63475.03,63584.0,148.76418
2024-09-23 18:25:00,Binance:BTCUSDT,63584.01,63606.0,63572.01,63582.6,29.26741
2024-09-23 18:30:00,Binance:BTCUSDT,63582.59,63627.61,63548.04,63548.04,32.00609
2024-09-23 18:35:00,Binance:BTCUSDT,63548.04,63579.2,63541.27,63579.19,17.18671
2024-09-23 18:40:00,Binance:BTCUSDT,63579.19,63599.99,63541.99,63543.34,21.28159
2024-09-23 18:45:00,Binance:BTCUSDT,63543.34,63564.19,63511.0,63511.0,40.33696
2024-09-23 18:50:00,Binance:BTCUSDT,63511.0,63576.74,63511.0,63549.25,64.67434
2024-09-23 18:55:00,Binance:BTCUSDT,63549.25,63549.25,63475.95,63496.96,84.43527
2024-09-23 19:00:00,Binance:BTCUSDT,63496.96,63518.0,63424.87,63449.97,55.18025
2024-09-23 19:05:00,Binance:BTCUSDT,63449.96,63458.0,63430.59,63436.01,31.45905
2024-09-23 19:10:00,Binance:BTCUSDT,63436.01,63460.0,63390.0,63399.19,43.82493
2024-09-23 19:15:00,Binance:BTCUSDT,63399.19,63482.0,63396.0,63442.85,40.78829
2024-09-23 19:20:00,Binance:BTCUSDT,63442.46,63510.0,63432.3,63472.0,38.76334
2024-09-23 19:25:00,Binance:BTCUSDT,63472.0,63472.0,63406.05,63434.0,24.0801
2024-09-23 19:30:00,Binance:BTCUSDT,63434.0,63459.69,63413.03,63421.28,36.72002
2024-09-23 19:35:00,Binance:BTCUSDT,63421.28,63500.0,63374.14,63479.6,46.60287
2024-09-23 19:40:00,Binance:BTCUSDT,63479.6,63550.02,63456.0,63522.1,147.25082
2024-09-23 19:45:00,Binance:BTCUSDT,63522.1,63533.98,63493.7,63514.54,42.63439
2024-09-23 19:50:00,Binance:BTCUSDT,63514.54,63516.17,63416.31,63421.22,41.02427
2024-09-23 19:55:00,Binance:BTCUSDT,63421.22,63435.32,63399.51,63435.04,31.63114
2024-09-23 20:00:00,Binance:BTCUSDT,63435.03,63468.91,63386.29,63457.22,50.51414
2024-09-23 20:05:00,Binance:BTCUSDT,63457.23,63482.0,63374.14,63393.07,42.55205
2024-09-23 20:10:00,Binance:BTCUSDT,63393.07,63435.58,63318.81,63360.87,115.91902
2024-09-23 20:15:00,Binance:BTCUSDT,63360.87,63400.0,63341.19,63384.97,36.04624
2024-09-23 20:20:00,Binance:BTCUSDT,63384.97,63499.49,63360.0,63488.1,101.10952
2024-09-23 20:25:00,Binance:BTCUSDT,63488.1,63540.0,63462.0,63527.04,104.11337
2024-09-23 20:30:00,Binance:BTCUSDT,63527.03,63527.03,63399.91,63452.0,79.8003
2024-09-23 20:35:00,Binance:BTCUSDT,63451.99,63475.0,63406.0,63418.75,46.76864
2024-09-23 20:40:00,Binance:BTCUSDT,63418.74,63418.75,63291.46,63297.88,218.57233
2024-09-23 20:45:00,Binance:BTCUSDT,63297.87,63363.99,63279.9,63340.97,74.40531
2024-09-23 20:50:00,Binance:BTCUSDT,63340.97,63340.97,63236.98,63288.79,47.7534
2024-09-23 20:55:00,Binance:BTCUSDT,63288.79,63351.03,63240.0,63315.8,44.6372
2024-09-23 21:00:00,Binance:BTCUSDT,63315.81,63389.93,63278.0,63359.96,69.85711
2024-09-23 21:05:00,Binance:BTCUSDT,63359.97,63367.07,63224.81,63234.51,68.15668
2024-09-23 21:10:00,Binance:BTCUSDT,63234.52,63315.29,63202.73,63209.99,64.94087
2024-09-23 21:15:00,Binance:BTCUSDT,63210.0,63266.86,63170.0,63263.5,135.75619
2024-09-23 21:20:00,Binance:BTCUSDT,63263.51,63377.73,63253.71,63287.99,81.39631
2024-09-23 21:25:00,Binance:BTCUSDT,63287.99,63376.14,63264.0,63324.53,33.00236
2024-09-23 21:30:00,Binance:BTCUSDT,63324.52,63420.0,63181.0,63328.0,149.94368
2024-09-23 21:35:00,Binance:BTCUSDT,63328.01,63328.01,63208.0,63216.01,107.99763
2024-09-23 21:40:00,Binance:BTCUSDT,63216.0,63387.13,63215.26,63337.12,107.21015
2024-09-23 21:45:00,Binance:BTCUSDT,63337.11,63370.0,63070.96,63250.0,478.36595
2024-09-23 21:50:00,Binance:BTCUSDT,63250.0,63278.13,63059.93,63136.0,154.87321
2024-09-23 21:55:00,Binance:BTCUSDT,63136.0,63245.46,63066.42,63185.21,132.53517
2024-09-23 22:00:00,Binance:BTCUSDT,63185.21,63320.0,63124.5,63250.61,124.67074
2024-09-23 22:05:00,Binance:BTCUSDT,63250.61,63482.97,63250.6,63462.89,183.5337
2024-09-23 22:10:00,Binance:BTCUSDT,63462.89,63666.0,63462.89,63476.72,230.82832
2024-09-23 22:15:00,Binance:BTCUSDT,63476.71,63806.0,63434.28,63682.22,286.43102
2024-09-23 22:20:00,Binance:BTCUSDT,63682.21,63746.32,63599.9,63715.98,177.81533
2024-09-23 22:25:00,Binance:BTCUSDT,63715.98,63715.99,63595.22,63642.02,127.06215
2024-09-23 22:30:00,Binance:BTCUSDT,63642.02,63690.0,63484.6,63539.17,85.97488
2024-09-23 22:35:00,Binance:BTCUSDT,63539.9,63541.11,63059.93,63120.0,324.89218
2024-09-23 22:40:00,Binance:BTCUSDT,63120.0,63258.1,63100.0,63229.16,112.22457
2024-09-23 22:45:00,Binance:BTCUSDT,63229.15,63359.98,63200.0,63310.19,137.76459
2024-09-23 22:50:00,Binance:BTCUSDT,63310.18,63480.0,63250.01,63442.46,108.13076
2024-09-23 22:55:00,Binance:BTCUSDT,63442.46,63442.46,63343.02,63394.5,67.31268
2024-09-23 23:00:00,Binance:BTCUSDT,63394.5,63394.5,63159.9,63191.51,102.89764
2024-09-23 23:05:00,Binance:BTCUSDT,63191.51,63191.51,63099.99,63164.09,105.44087
2024-09-23 23:10:00,Binance:BTCUSDT,63164.09,63350.0,63139.9,63330.85,95.84719
2024-09-23 23:15:00,Binance:BTCUSDT,63330.85,63347.1,63199.9,63259.99,61.92555
2024-09-23 23:20:00,Binance:BTCUSDT,63260.0,63400.0,63246.43,63396.84,68.81463
2024-09-23 23:25:00,Binance:BTCUSDT,63396.84,63549.04,63396.84,63494.0,193.87937
