datetime,symbol,open,high,low,close,volume
2023-08-21 10:00:00,Binance:BTCUSDT,26146.14,26161.23,26070.0,26090.66,1405.0375
2023-08-21 12:00:00,Binance:BTCUSDT,26090.66,26189.04,26045.0,26104.54,1998.16086
2023-08-21 14:00:00,Binance:BTCUSDT,26104.54,26120.0,26000.0,26023.34,2093.08518
2023-08-21 16:00:00,Binance:BTCUSDT,26023.33,26088.32,25983.88,26028.0,2056.7359
2023-08-21 18:00:00,Binance:BTCUSDT,26028.01,26044.27,25880.2,26031.6,3747.0891
2023-08-21 20:00:00,Binance:BTCUSDT,26031.61,26144.09,25982.84,26129.7,2734.4973
2023-08-21 22:00:00,Binance:BTCUSDT,26129.69,26198.89,25812.0,25939.59,6554.29047
2023-08-22 00:00:00,Binance:BTCUSDT,25939.59,26075.85,25937.6,26050.7,2697.83713
2023-08-22 02:00:00,Binance:BTCUSDT,26050.7,26164.0,26026.5,26097.74,2297.61905
2023-08-22 04:00:00,Binance:BTCUSDT,26097.73,26258.42,26082.25,26196.01,2100.67542
2023-08-22 06:00:00,Binance:BTCUSDT,26196.01,26196.01,26114.69,26126.92,972.20105
2023-08-22 08:00:00,Binance:BTCUSDT,26126.92,26139.42,26050.0,26050.0,1402.81232
2023-08-22 10:00:00,Binance:BTCUSDT,26050.0,26075.2,26025.54,26055.99,1357.01748
2023-08-22 12:00:00,Binance:BTCUSDT,26056.0,26056.21,26000.0,26041.39,1456.5382
2023-08-22 14:00:00,Binance:BTCUSDT,26041.39,26117.28,26027.24,26106.69,1249.1392
2023-08-22 16:00:00,Binance:BTCUSDT,26106.69,26112.44,26034.25,26048.07,1509.38725
2023-08-22 18:00:00,Binance:BTCUSDT,26048.06,26066.0,26027.22,26049.64,1335.52546
2023-08-22 20:00:00,Binance:BTCUSDT,26049.63,26100.23,25969.31,25998.93,2201.58796
2023-08-22 22:00:00,Binance:BTCUSDT,25998.94,26059.0,25914.03,25936.61,2881.95056
2023-08-23 00:00:00,Binance:BTCUSDT,25936.62,26054.73,25726.29,25832.42,7242.78807
2023-08-23 02:00:00,Binance:BTCUSDT,25832.41,26008.64,25770.14,25779.99,3008.41485
2023-08-23 04:00:00,Binance:BTCUSDT,25780.0,25903.78,25300.0,25669.29,6509.08884
2023-08-23 06:00:00,Binance:BTCUSDT,25669.3,26070.04,25643.46,26056.0,4092.81669
2023-08-23 08:00:00,Binance:BTCUSDT,26055.99,26187.99,25994.12,26049.41,3176.58486
2023-08-23 10:00:00,Binance:BTCUSDT,26049.41,26091.75,25990.15,26006.32,1559.87352
2023-08-23 12:00:00,Binance:BTCUSDT,26006.32,26062.0,25976.72,26042.01,1870.72828
2023-08-23 14:00:00,Binance:BTCUSDT,26042.0,26183.91,26014.7,26057.13,3195.72217
2023-08-23 16:00:00,Binance:BTCUSDT,26057.12,26096.0,26015.45,26042.01,1429.08303
2023-08-23 18:00:00,Binance:BTCUSDT,26042.01,26042.01,25902.62,25939.49,2266.6541
2023-08-23 20:00:00,Binance:BTCUSDT,25939.49,26038.88,25812.82,26018.22,3015.34097
2023-08-23 22:00:00,Binance:BTCUSDT,26018.22,26185.0,25924.84,26144.0,5203.89259
2023-08-24 00:00:00,Binance:BTCUSDT,26143.99,26605.0,26127.24,26539.34,9852.47665
2023-08-24 02:00:00,Binance:BTCUSDT,26539.35,26819.27,26433.47,26632.0,5518.36554
2023-08-24 04:00:00,Binance:BTCUSDT,26632.01,26723.99,26222.43,26320.02,4459.01217
2023-08-24 06:00:00,Binance:BTCUSDT,26320.01,26529.99,26300.01,26432.72,2475.9659
2023-08-24 08:00:00,Binance:BTCUSDT,26432.71,26547.89,26348.0,26348.01,2582.83957
2023-08-24 10:00:00,Binance:BTCUSDT,26348.0,26450.84,26345.76,26442.01,1502.78317
2023-08-24 12:00:00,Binance:BTCUSDT,26442.01,26485.98,26408.9,26421.67,1408.76195
2023-08-24 14:00:00,Binance:BTCUSDT,26421.67,26516.0,26384.0,26477.38,2186.4111
2023-08-24 16:00:00,Binance:BTCUSDT,26477.39,26577.87,26425.03,26440.75,2258.89523
2023-08-24 18:00:00,Binance:BTCUSDT,26440.75,26541.64,26409.4,26444.02,1682.09174
2023-08-24 20:00:00,Binance:BTCUSDT,26444.02,26444.02,26291.39,26356.52,2615.28601
2023-08-24 22:00:00,Binance:BTCUSDT,26356.52,26374.0,25990.72,25996.34,6140.29984
2023-08-25 00:00:00,Binance:BTCUSDT,25996.35,26163.0,25864.0,26059.99,4129.5529
2023-08-25 02:00:00,Binance:BTCUSDT,26059.99,26137.99,25976.74,26039.44,2308.83549
2023-08-25 04:00:00,Binance:BTCUSDT,26039.44,26106.6,25936.01,26095.0,1952.35008
2023-08-25 06:00:00,Binance:BTCUSDT,26095.0,26207.15,26066.0,26180.05,1437.11408
2023-08-25 08:00:00,Binance:BTCUSDT,26180.05,26187.34,26090.94,26148.76,1301.46765
2023-08-25 10:00:00,Binance:BTCUSDT,26148.76,26178.92,26011.41,26106.0,1475.60505
2023-08-25 12:00:00,Binance:BTCUSDT,26106.0,26111.11,26007.63,26059.99,1154.48447
2023-08-25 14:00:00,Binance:BTCUSDT,26059.99,26064.99,25974.22,25980.5,2281.48247
2023-08-25 16:00:00,Binance:BTCUSDT,25980.5,26128.75,25980.49,26079.98,1874.34519
2023-08-25 18:00:00,Binance:BTCUSDT,26079.99,26111.88,26074.15,26096.4,1050.43803
2023-08-25 20:00:00,Binance:BTCUSDT,26096.41,26237.92,26060.01,26068.33,2468.01677
2023-08-25 22:00:00,Binance:BTCUSDT,26068.33,26314.05,25777.15,25932.01,8911.99956
2023-08-26 00:00:00,Binance:BTCUSDT,25932.01,26030.9,25832.25,25890.0,2899.93038
2023-08-26 02:00:00,Binance:BTCUSDT,25889.99,26066.62,25872.24,25972.36,2023.54164
2023-08-26 04:00:00,Binance:BTCUSDT,25972.37,26083.74,25957.4,26081.86,1396.53144
2023-08-26 06:00:00,Binance:BTCUSDT,26081.87,26085.2,26034.81,26060.01,915.49507
2023-08-26 08:00:00,Binance:BTCUSDT,26060.0,26097.1,26027.2,26046.0,612.42642
2023-08-26 10:00:00,Binance:BTCUSDT,26046.01,26125.77,26046.0,26087.15,971.89355
2023-08-26 12:00:00,Binance:BTCUSDT,26087.16,26088.0,26052.78,26062.0,735.93675
2023-08-26 14:00:00,Binance:BTCUSDT,26062.01,26083.89,26048.0,26050.81,1452.98786
2023-08-26 16:00:00,Binance:BTCUSDT,26050.82,26060.0,26001.83,26015.41,884.55094
