datetime,symbol,open,high,low,close,volume
2024-08-30 20:00:00,Binance:BTCUSDT,59396.0,59944.07,57946.01,58094.99,10410.90086
2024-08-31 00:00:00,Binance:BTCUSDT,58095.0,59371.0,57701.1,58700.02,6446.29237
2024-08-31 04:00:00,Binance:BTCUSDT,58700.02,59298.89,58700.0,59123.99,1676.14369
2024-08-31 08:00:00,Binance:BTCUSDT,59123.99,59462.38,59070.4,59232.01,1659.49619
2024-08-31 12:00:00,Binance:BTCUSDT,59232.01,59350.0,59043.12,59095.0,1272.8859
2024-08-31 16:00:00,Binance:BTCUSDT,59095.01,59188.9,58831.88,59120.99,1412.13401
2024-08-31 20:00:00,Binance:BTCUSDT,59120.99,59244.04,58892.15,59006.54,1786.39462
2024-09-01 00:00:00,Binance:BTCUSDT,59006.54,59140.01,58744.0,58856.0,1642.64191
2024-09-01 04:00:00,Binance:BTCUSDT,58856.0,59141.72,58763.29,58973.99,1107.52605
2024-09-01 08:00:00,Binance:BTCUSDT,58974.0,59076.59,58842.26,58874.0,506.65789
2024-08-29 04:00:00,Binance:BTCUSDT,58898.85,59602.0,58623.01,59034.9,3742.2277
2024-08-29 08:00:00,Binance:BTCUSDT,59034.9,59320.0,58878.46,59141.1,2220.37994
2024-08-29 12:00:00,Binance:BTCUSDT,59141.11,59764.0,59049.79,59583.88,2891.58213
2024-08-29 16:00:00,Binance:BTCUSDT,59583.88,60477.0,59374.0,60067.06,4129.45269
2024-08-29 20:00:00,Binance:BTCUSDT,60067.06,61166.99,59990.0,60779.99,7654.27693
2024-08-30 00:00:00,Binance:BTCUSDT,60779.99,60960.0,58915.01,59258.0,7199.08719
2024-08-30 04:00:00,Binance:BTCUSDT,59257.99,59638.37,58713.09,59359.01,3054.23939
2024-08-30 08:00:00,Binance:BTCUSDT,59359.0,59487.64,58899.7,59032.01,2785.18857
2024-08-30 12:00:00,Binance:BTCUSDT,59032.0,59582.86,58685.0,59271.1,4158.93199
2024-08-30 16:00:00,Binance:BTCUSDT,59271.11,59674.42,59271.0,59396.0,3206.65925
2024-08-30 20:00:00,Binance:BTCUSDT,59396.0,59944.07,57946.01,58094.99,10410.90086
2024-08-31 00:00:00,Binance:BTCUSDT,58095.0,59371.0,57701.1,58700.02,6446.29237
2024-08-31 04:00:00,Binance:BTCUSDT,58700.02,59298.89,58700.0,59123.99,1676.14369
2024-08-31 08:00:00,Binance:BTCUSDT,59123.99,59462.38,59070.4,59232.01,1659.49619
2024-08-31 12:00:00,Binance:BTCUSDT,59232.01,59350.0,59043.12,59095.0,1272.8859
2024-08-31 16:00:00,Binance:BTCUSDT,59095.01,59188.9,58831.88,59120.99,1412.13401
2024-08-31 20:00:00,Binance:BTCUSDT,59120.99,59244.04,58892.15,59006.54,1786.39462
2024-09-01 00:00:00,Binance:BTCUSDT,59006.54,59140.01,58744.0,58856.0,1642.64191
