datetime,symbol,open,high,low,close,volume,adx,sma10,ema10,sma20,ema20,sma50,ema50,sma100,ema100,sma200,ema200,upper_band1,lower_band1,upper_band2,lower_band2
2022-08-31 16:00:00,Binance:DOGEUSDT,0.06258,0.06339,0.0621,0.06292,72185505.0,,,,,,,,,,,,,,,
2022-08-31 20:00:00,Binance:DOGEUSDT,0.06293,0.06327,0.06146,0.06217,113209744.0,,,,,,,,,,,,,,,
2022-09-01 00:00:00,Binance:DOGEUSDT,0.06216,0.0623,0.06106,0.06187,80641003.0,,,,,,,,,,,,,,,
2022-09-01 04:00:00,Binance:DOGEUSDT,0.06187,0.06243,0.06072,0.06135,73394153.0,,,,,,,,,,,,,,,
2022-09-01 08:00:00,Binance:DOGEUSDT,0.06134,0.06186,0.06028,0.06065,91123224.0,,,,,,,,,,,,,,,
2022-09-01 12:00:00,Binance:DOGEUSDT,0.06066,0.06114,0.05988,0.0604,98764737.0,,,,,,,,,,,,,,,
2022-09-01 16:00:00,Binance:DOGEUSDT,0.0604,0.06161,0.06019,0.06147,81077810.0,,,,,,,,,,,,,,,
2022-09-01 20:00:00,Binance:DOGEUSDT,0.06147,0.06192,0.06014,0.0612,158208087.0,,,,,,,,,,,,,,,
2022-09-02 00:00:00,Binance:DOGEUSDT,0.06119,0.06219,0.06088,0.0618,80748241.0,,,,,,,,,,,,,,,
2022-09-02 04:00:00,Binance:DOGEUSDT,0.0618,0.06263,0.06177,0.06239,57098641.0,,0.06,0.06,,,,,,,,,,,,
2022-09-02 08:00:00,Binance:DOGEUSDT,0.06238,0.06288,0.06176,0.06252,45507797.0,,0.06,0.06,,,,,,,,,,,,
2022-09-02 12:00:00,Binance:DOGEUSDT,0.06252,0.06282,0.06182,0.06186,47570395.0,,0.06,0.06,,,,,,,,,,,,
2022-09-02 16:00:00,Binance:DOGEUSDT,0.06187,0.06212,0.0611,0.06161,56929033.0,,0.06,0.06,,,,,,,,,,,,
2022-09-02 20:00:00,Binance:DOGEUSDT,0.0616,0.0628,0.06128,0.06249,127485159.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 00:00:00,Binance:DOGEUSDT,0.06248,0.06255,0.06068,0.06112,114517499.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 04:00:00,Binance:DOGEUSDT,0.06112,0.06175,0.06091,0.06165,44721361.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 08:00:00,Binance:DOGEUSDT,0.06164,0.06174,0.06125,0.06135,30973930.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 12:00:00,Binance:DOGEUSDT,0.06135,0.06403,0.06112,0.0615,198165363.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 16:00:00,Binance:DOGEUSDT,0.0615,0.06214,0.06137,0.0619,50553973.0,,0.06,0.06,,,,,,,,,,,,
2022-09-03 20:00:00,Binance:DOGEUSDT,0.0619,0.06309,0.06187,0.06266,118813353.0,,0.06,0.06,0.06,0.06,,,,,,,0.0623841827863974,0.06110381721360261,0.0630243655727948,0.060463634427205225
2022-09-04 00:00:00,Binance:DOGEUSDT,0.06267,0.0629,0.0615,0.06201,69167788.0,,0.06,0.06,0.06,0.06,,,,,,,0.06228343824460301,0.061113561755397,0.06286837648920601,0.060528623510793994
2022-09-04 04:00:00,Binance:DOGEUSDT,0.062,0.06275,0.06197,0.06271,38800461.0,,0.06,0.06,0.06,0.06,,,,,,,0.062343128326746426,0.06110787167325358,0.06296075665349285,0.060490243346507155
2022-09-04 08:00:00,Binance:DOGEUSDT,0.06272,0.06308,0.0624,0.06256,45819382.0,,0.06,0.06,0.06,0.06,,,,,,,0.06240346717088045,0.06111653282911954,0.06304693434176091,0.06047306565823908
2022-09-04 12:00:00,Binance:DOGEUSDT,0.06257,0.06288,0.06206,0.06208,45816225.0,,0.06,0.06,0.06,0.06,,,,,,,0.06243636932259721,0.06115663067740277,0.06307623864519443,0.06051676135480555
2022-09-04 16:00:00,Binance:DOGEUSDT,0.06207,0.06391,0.06187,0.06333,160226860.0,,0.06,0.06,0.06,0.06,,,,,,,0.06259633387567996,0.06126466612431999,0.06326216775135995,0.06059883224864
2022-09-04 20:00:00,Binance:DOGEUSDT,0.06333,0.06367,0.0626,0.06325,65383460.0,,0.06,0.06,0.06,0.06,,,,,,,0.06269986601439476,0.061446133985605195,0.06332673202878954,0.060819267971210414
